"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230"
"140",1,0,1,2,0,3,0,0,5,0,1,0,0,0,0,3,0,0,1,1,0,1,0,6,0,2,5,0,0,1,1,4,0,2,0,3,0,1,0,1,5,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,6,1,3,0,1,4,1,0,1,8,6,0,0,0,3,6,0,15,0,1,0,1,0,0,6,2,6,5,0,3,0,0,1,0,14,22,12,0,1,0,1,4,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,5,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,5,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,3,4,5,9,5,4,7,4,12,5,0,0,0,0,0,0,4,0,0,0,0
"141",1,0,0,2,0,2,0,0,4,1,2,0,1,0,0,2,0,1,4,0,0,5,0,0,0,0,4,0,0,3,0,7,0,6,0,2,0,0,0,1,2,0,0,0,1,1,10,0,0,0,0,5,0,0,1,0,0,0,7,0,3,2,7,0,14,6,1,0,1,3,0,0,0,1,4,5,1,25,0,3,0,3,0,0,2,4,8,2,0,7,0,0,0,0,14,21,7,0,2,2,3,4,1,0,5,0,2,5,0,1,0,0,0,0,0,0,0,0,1,3,1,0,0,8,0,0,2,7,0,0,1,1,0,0,0,7,0,0,3,0,1,0,0,0,0,1,0,1,0,0,1,3,1,4,1,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,1,0,2,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,4,0,0,9,1,3,9,5,5,10,2,2,1,0,0,0,0,0,0,2,0,0,0,0
"142",1,1,0,0,0,11,0,0,1,0,3,0,0,0,1,1,0,2,10,0,0,4,0,3,0,5,1,0,1,4,0,11,0,1,0,6,0,0,1,1,8,0,1,0,2,2,1,0,0,1,0,1,0,0,0,0,0,0,4,0,0,0,4,0,4,3,1,0,2,0,1,1,0,0,0,5,0,4,0,0,0,1,0,0,9,7,18,16,0,2,0,0,0,0,7,14,12,0,5,2,6,11,3,0,0,0,39,3,14,6,1,0,0,0,0,0,0,0,1,1,0,0,1,7,3,0,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,13,2,2,5,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,4,0,0,2,0,1,0,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,2,0,0,6,1,4,4,6,6,7,9,0,5,0,0,0,0,0,0,19,0,0,0,0
"143",0,0,0,1,0,4,0,0,0,0,3,0,2,3,0,4,0,0,1,1,0,1,0,11,0,1,2,0,0,0,0,0,0,0,0,4,0,0,0,1,8,0,0,1,4,0,0,0,0,0,0,1,1,0,0,3,1,0,3,0,1,2,2,0,2,7,0,0,2,0,1,0,0,0,1,1,0,9,1,2,0,5,0,0,4,3,1,4,0,2,0,0,0,6,7,7,11,0,1,2,2,10,4,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,1,5,5,4,1,0,6,0,0,0,0,2,0,8,0,0,0,0
"144",0.25,1,0,4,0,15,0,0,3,1,4,1,3,0,1,2,0,1,3,1,0,1,1,6,0,1,2,0,0,0,0,1,0,0,0,3,0,0,1,5,6,0,1,1,0,2,2,0,0,2,0,1,0,0,1,0,1,0,4,0,13,2,5,0,4,6,0,0,0,3,4,10,0,0,7,7,0,26,0,1,0,11,0,0,13,10,13,9,0,5,0,0,0,1,23,25,17,0,4,0,5,9,2,0,6,2,3,4,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,12,1,1,6,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,1,0,2,1,0,9,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,2,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,2,0,0,3,0,0,0,0,2,0,2,1,0,0,0,13,3,10,8,5,4,8,4,9,2,0,0,0,0,0,0,12,0,0,0,0
"145",0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,5,0,1,4,0,0,1,0,10,0,5,1,0,0,0,0,2,0,4,0,0,1,0,0,0,13,0,0,0,3,0,6,0,0,0,0,3,0,1,0,0,0,0,4,0,4,1,4,0,1,1,0,0,3,0,4,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,4,0,0,4,0,0,1,4,5,6,13,0,1,1,1,2,2,0,0,0,0,0,5,5,0,0,0,1,0,0,0,1,1,1,0,0,0,4,2,0,2,5,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,1,2,0,2,4,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0
"146",0,0.5,4,3,0,10,0,0,4,0,3,0,2,0,0,1,0,0,4,0,0,2,0,12,0,3,5,0,0,1,0,7,0,0,0,2,0,0,0,1,7,0,1,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,6,0,8,6,7,0,6,11,0,0,2,1,6,2,0,0,3,8,0,18,0,1,0,6,0,0,5,4,11,1,0,2,0,0,0,2,24,22,14,0,2,2,4,5,0,0,2,1,0,5,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,11,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,2,1,0,0,0,0,1,0,0,2,0,0,1,1,0,2,1,0,0,0,0,3,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,6,5,3,5,5,1,0,1,0,0,0,0,0,0,4,0,0,1,0
"147",0,0,0,0,0,5,0,0,2,0,2,7,0,0,2,0,0,1,0,1,0,3,0,1,0,6,2,0,0,0,0,0,0,4,0,1,0,0,0,0,15,0,1,1,2,0,4,0,0,0,0,1,0,0,1,0,0,0,5,0,10,2,5,0,2,6,0,0,2,3,4,0,0,1,1,3,0,8,0,4,0,7,0,0,3,3,7,1,0,4,0,0,2,3,2,8,18,0,0,2,5,14,0,0,0,0,0,2,1,0,46,0,0,1,0,0,0,1,1,1,0,0,0,6,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,1,3,6,5,8,0,1,0,0,0,0,0,0,2,0,0,0,0
"148",0.25,1,2,5,0,3,0,0,3,2,0,1,2,0,3,1,0,2,0,0,0,0,2,1,0,2,5,0,0,4,0,7,0,2,0,2,0,0,0,2,16,0,0,0,0,1,0,0,0,0,0,3,0,0,0,2,0,0,5,0,5,0,2,0,1,9,1,0,0,1,2,0,1,0,1,7,0,19,0,0,0,11,0,0,6,12,11,22,0,4,0,0,0,1,32,16,16,0,5,2,5,12,6,0,1,0,5,5,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8,2,1,4,6,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,3,0,0,0,0,0,1,1,0,0,1,6,1,0,1,0,0,2,0,1,1,2,0,0,1,0,1,6,0,0,2,1,0,1,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,3,9,11,3,6,3,3,9,7,0,0,0,0,0,1,11,0,0,1,0
"149",0.25,0,0,0,0,15,0,0,2,0,1,1,0,1,3,3,0,0,3,5,0,0,0,6,0,1,2,0,0,1,0,2,0,0,0,2,0,1,0,0,7,0,0,0,4,0,0,0,1,0,0,1,0,1,0,0,0,0,5,0,4,1,3,0,1,3,1,0,1,2,4,0,0,0,0,1,0,5,0,1,0,1,0,0,0,1,3,1,0,1,0,0,0,3,3,10,16,0,1,0,2,8,0,0,0,1,3,1,1,0,21,0,0,1,0,0,0,0,2,1,0,0,0,4,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0,3,6,6,1,0,0,0,0,0,0,0,0,2,0,0,1,0
"150",0,0,0,1,0,5,0,0,5,1,2,0,0,0,1,2,0,1,0,1,0,1,0,4,0,0,2,0,0,0,0,1,0,0,0,4,0,0,1,1,4,0,1,0,0,0,3,0,0,1,0,2,0,0,0,0,0,0,7,0,4,3,0,0,3,6,1,0,0,2,5,0,0,1,10,2,0,30,0,0,0,5,0,0,1,6,5,2,0,5,0,0,0,1,25,14,10,0,0,2,1,2,0,0,11,0,0,3,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,11,3,0,7,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,3,5,7,0,0,0,0,0,0,0,1,0,2,0,0,0,0
"151",0,1,0,0,0,1,0,0,3,11,2,0,0,0,1,1,0,2,2,0,0,1,1,3,0,0,4,0,0,0,0,9,0,4,0,5,1,0,1,5,5,0,1,1,0,3,8,0,0,3,5,0,0,0,0,0,0,0,5,0,1,2,2,0,3,8,0,0,1,1,2,6,0,0,2,6,0,28,1,0,0,9,0,0,15,3,13,7,0,5,0,0,0,0,35,19,9,0,1,0,3,10,1,0,10,2,2,4,2,2,13,0,0,1,0,0,0,0,0,1,0,1,0,8,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,0,2,0,1,0,0,0,7,0,0,0,0,0,0,2,0,0,2,2,0,1,0,3,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,5,0,1,0,0,18,6,9,13,3,5,7,11,18,6,0,0,0,0,0,0,15,0,0,1,0
"152",0,1,1,3,0,2,1,0,6,3,5,0,0,0,0,6,0,1,1,0,0,1,0,3,0,1,4,0,0,3,0,8,0,0,0,2,0,0,0,4,1,0,3,0,1,1,4,0,0,0,0,1,0,0,0,1,0,0,7,0,1,5,2,0,1,3,0,0,0,1,1,0,0,0,1,4,0,20,0,1,2,3,0,0,13,11,9,13,0,5,0,0,0,0,34,17,12,0,1,0,3,11,0,0,8,0,1,6,1,0,3,0,0,0,0,0,0,0,1,2,0,0,0,10,1,0,4,5,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,4,1,0,0,0,1,0,0,1,0,0,0,11,3,7,7,2,3,4,4,21,3,0,0,0,0,0,0,2,0,0,0,0
"153",0,0,0,0,0,7,0,0,3,0,2,0,1,0,1,4,0,1,2,1,0,3,0,1,0,2,2,0,0,2,0,2,0,2,0,1,0,0,1,0,7,0,1,0,1,0,5,0,0,0,0,2,0,0,1,0,0,0,4,0,1,3,3,0,3,7,1,0,3,1,9,0,0,0,0,4,0,11,0,0,0,5,0,0,3,1,2,1,0,5,0,0,4,2,7,6,7,0,1,1,3,5,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,2,1,0,0,0,0,10,0,0,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,4,5,5,2,0,3,0,0,0,0,0,0,3,0,0,0,0
"154",0.5,0,0,1,0,7,2,0,4,0,0,0,0,0,0,1,0,2,1,0,0,8,0,5,0,0,3,0,0,2,0,0,0,1,0,3,0,0,0,1,14,0,0,0,0,3,6,0,0,0,0,3,0,1,0,0,0,0,9,0,2,3,0,0,2,2,0,0,0,1,8,2,0,0,12,4,0,17,0,2,0,2,0,0,4,5,11,9,0,3,0,0,0,0,21,18,12,0,1,1,6,5,1,0,0,0,4,5,1,0,16,0,0,0,0,0,0,1,2,1,0,1,0,8,3,0,3,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,2,1,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,4,0,0,5,0,0,0,3,0,0,0,0,3,0,0,2,1,3,4,4,5,7,1,0,0,0,0,0,0,3,0,1,0,0,0,0
"155",0,0,0,1,0,6,0,0,3,6,2,0,0,1,1,10,0,0,6,3,0,2,1,6,0,0,4,0,0,0,0,1,0,1,0,4,0,0,0,0,5,0,0,0,1,5,2,0,0,0,0,1,0,0,0,0,2,0,3,0,11,2,4,0,4,2,1,0,3,1,4,0,0,0,0,1,0,1,0,1,0,2,0,0,2,0,4,3,0,2,0,0,2,3,2,2,13,0,0,2,7,7,3,0,0,0,0,0,5,4,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,1,3,2,3,5,7,2,0,1,0,0,0,0,0,0,1,0,0,2,0
"156",0,0,1,1,0,7,0,0,0,0,3,0,0,1,2,2,0,0,0,1,0,4,0,0,0,3,1,0,0,3,0,1,0,3,0,1,1,1,0,0,10,0,2,0,0,1,0,0,0,0,0,3,0,0,0,1,2,0,3,0,0,1,8,0,11,7,0,0,2,3,6,0,0,0,0,3,0,6,0,1,0,3,0,0,2,2,3,4,0,4,0,0,1,1,4,6,9,0,1,1,0,3,1,0,0,0,0,3,2,15,18,0,0,2,0,0,0,1,3,0,0,0,0,7,0,0,4,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,2,0,1,0,10,0,0,2,1,3,1,5,7,7,1,2,0,0,0,0,0,0,0,12,0,0,0,0
"157",0,0.5,2,1,0,7,0,0,6,2,3,0,0,0,1,0,0,0,3,0,0,0,0,9,0,1,1,0,0,1,0,2,0,7,0,5,0,0,0,0,4,0,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,9,0,0,1,5,0,4,5,1,0,2,2,6,11,0,0,1,4,0,22,0,2,0,1,0,0,3,2,4,7,0,6,0,0,0,1,18,19,12,0,3,0,2,7,1,0,0,0,0,3,2,6,0,0,0,0,0,0,0,0,1,1,0,0,0,11,0,0,5,1,0,0,1,0,0,0,2,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,1,0,6,0,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,7,3,8,6,3,5,7,2,1,2,0,0,0,0,0,0,4,0,0,0,0
"158",1,1,0,1,0,11,0,0,4,0,2,0,0,1,0,0,0,0,1,0,0,2,0,5,0,1,0,0,0,2,0,4,0,1,0,2,1,1,0,1,7,0,4,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,5,0,4,1,4,0,7,2,2,0,0,2,4,5,0,0,2,4,0,21,0,2,0,5,1,0,6,4,7,7,0,5,0,0,0,0,25,15,16,0,3,0,3,5,1,0,10,1,2,2,3,0,0,0,0,1,0,0,0,0,5,2,0,0,0,6,0,0,7,4,0,0,2,1,0,0,0,0,0,0,2,6,0,0,0,0,2,0,0,1,0,1,1,0,1,2,1,9,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,3,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,9,1,10,5,3,5,5,1,2,2,0,0,0,0,0,0,4,0,0,0,0
"159",0.5,0.5,3,2,0,10,0,0,3,0,3,0,0,1,1,3,0,1,0,2,0,7,0,6,0,0,2,1,0,1,0,2,0,3,0,4,0,0,1,0,8,0,2,1,0,3,7,0,0,0,0,5,1,0,2,0,1,0,6,0,3,0,6,0,3,1,0,0,0,0,3,5,0,0,3,4,0,18,0,1,0,4,0,0,5,2,7,10,0,1,0,0,1,1,23,17,14,0,1,0,1,5,0,0,0,0,1,6,3,25,5,0,0,1,0,0,0,0,2,1,0,2,0,4,0,0,4,1,0,0,2,1,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,1,0,0,0,3,1,7,5,3,4,7,3,0,1,0,0,0,0,1,0,0,0,0,0,0
"160",1,1,0,0,0,4,0,0,3,2,3,1,0,0,1,5,0,1,1,0,0,0,0,4,0,0,3,0,0,2,0,5,0,3,0,5,1,0,0,2,5,0,0,0,0,2,3,0,0,1,0,3,0,0,0,0,1,0,3,0,8,4,4,0,1,3,0,0,0,0,8,5,0,0,3,3,0,16,0,0,0,4,0,0,7,2,9,9,0,1,0,0,0,0,25,15,9,0,3,1,2,7,2,0,0,0,0,2,2,9,0,0,0,1,0,0,0,0,3,2,0,0,0,4,0,0,5,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,1,1,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10,3,11,5,3,4,5,4,3,5,0,0,0,0,3,0,7,0,0,0,0
"161",0.5,0.25,0,0,0,3,0,0,1,1,3,6,0,1,2,11,0,1,9,0,0,2,0,5,0,3,0,0,0,0,0,3,0,1,0,3,1,0,0,0,0,0,1,0,2,0,4,0,0,4,0,2,0,0,2,0,0,0,4,0,0,1,0,0,7,2,0,0,4,0,1,0,0,0,0,2,0,3,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,3,5,5,7,0,0,2,0,2,0,0,0,0,0,0,2,34,1,0,0,2,0,0,0,0,3,1,1,0,0,4,1,0,1,4,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,3,0,0,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,4,3,2,7,7,3,0,1,0,0,0,0,5,0,2,0,0,0,0
"162",0.25,0.5,0,1,0,6,0,0,3,0,0,0,0,0,1,3,0,2,2,2,0,1,0,5,0,4,2,0,0,0,0,4,0,2,0,1,1,0,0,0,17,0,3,0,0,2,4,0,0,0,0,1,0,0,2,0,0,0,7,0,1,1,2,0,5,2,0,0,3,1,1,0,0,0,5,1,0,15,0,0,0,2,0,0,0,1,3,2,0,1,0,0,0,1,3,9,6,0,0,6,1,8,0,0,0,1,0,1,3,10,50,0,0,1,0,0,0,1,3,3,0,0,0,6,2,0,1,8,0,1,1,0,0,0,1,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,3,1,2,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,6,0,0,1,0,0,0,1,0,0,0,0,10,0,0,3,0,4,4,2,4,4,4,0,0,0,0,0,0,0,1,3,0,0,0,0
"163",0,0.5,0,0,0,4,0,0,1,0,2,0,0,0,4,0,0,2,0,2,0,1,0,0,0,1,0,1,0,0,2,5,0,0,0,4,0,1,0,0,6,0,0,0,2,0,3,0,0,0,0,0,0,0,2,0,0,0,7,0,7,2,6,0,4,5,0,0,3,2,1,0,0,0,0,8,0,1,0,1,0,0,0,0,2,1,1,1,0,3,0,0,2,4,3,8,11,0,0,0,2,6,0,0,1,0,1,0,6,4,15,0,0,2,0,0,0,1,3,2,0,0,0,11,0,0,0,2,0,0,0,0,0,0,1,3,0,2,0,1,0,0,0,0,1,0,0,0,0,1,1,0,2,5,0,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,1,0,2,0,0,0,4,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,2,4,1,3,7,2,1,1,0,0,0,0,0,0,0,4,0,0,0,0
"164",0,0,0,0,0,8,0,0,1,1,0,0,0,1,3,0,0,1,6,0,0,0,0,8,0,3,3,0,0,1,0,2,0,1,0,2,0,0,0,1,8,0,1,0,1,2,0,0,0,0,0,6,0,1,0,0,0,0,5,0,2,1,2,0,6,4,0,0,3,1,3,0,0,0,0,5,0,9,0,1,0,1,0,0,0,2,4,1,0,1,0,0,1,1,6,12,11,0,1,2,2,4,0,0,0,1,1,1,5,7,0,0,0,1,0,0,0,0,1,1,0,0,0,9,0,0,6,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,4,0,0,4,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,4,6,4,4,4,5,0,0,0,0,2,0,1,0,0,0,0
"165",0,0,0,0,0,3,0,0,2,1,3,0,0,0,4,1,0,1,7,2,0,0,0,6,0,0,0,1,0,1,0,5,0,4,0,1,0,0,0,0,4,0,2,0,1,2,6,0,0,4,0,3,0,0,0,0,0,0,5,0,0,0,8,0,5,8,4,0,3,0,3,0,0,0,0,5,0,2,0,2,0,1,0,0,1,5,5,5,0,1,0,0,0,2,1,4,16,0,1,0,3,4,0,0,0,0,0,1,3,6,0,0,1,2,0,0,0,1,0,1,0,0,0,8,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,1,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,0,1,1,0,2,6,4,7,1,3,0,0,0,0,2,0,1,0,0,0,0
"166",1,1,2,2,0,1,0,0,3,0,1,2,0,0,0,3,0,2,5,0,0,0,0,0,1,1,2,0,0,5,2,7,0,2,0,2,0,1,0,1,6,0,2,0,2,0,2,0,0,1,0,3,0,0,1,0,3,0,5,0,12,2,3,0,3,8,0,0,0,1,1,4,0,0,1,6,0,17,0,0,0,3,0,0,5,4,7,6,0,0,0,0,0,2,15,15,12,0,3,0,3,9,0,0,0,1,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,10,3,0,1,0,0,3,0,0,1,0,1,1,1,0,0,5,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,2,0,0,15,3,7,10,3,6,4,2,3,5,0,0,0,0,1,0,3,0,0,1,0
"167",0.5,0,0,0,0,4,0,0,0,0,5,0,1,1,3,6,0,1,2,1,0,0,0,11,0,2,3,0,0,0,0,6,0,0,0,2,0,1,1,0,12,0,2,0,0,0,1,0,0,4,0,3,0,0,1,3,2,0,6,0,2,4,3,0,3,2,0,0,1,0,2,0,0,0,0,5,0,6,0,3,0,0,0,0,0,4,8,3,0,0,0,0,2,5,3,9,14,0,0,1,2,4,1,0,1,0,0,6,1,5,0,0,1,3,0,0,0,2,1,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,0,0,1,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,5,5,5,11,5,3,0,0,0,0,0,0,3,0,0,0,0
