"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122"
"216",0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,6,0,0,0,1,0,1,0,0,0,2,0,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,3,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,4,8,6,5,0,4
"217",0.25,0.5,1,0,0,1,3,0,0,3,0,1,2,0,1,0,0,0,0,2,2,0,1,1,0,0,0,0,0,2,0,3,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,5,3,0,1,0,1,0,0,1,0,2,2,1,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,2,4,11,2,11,1,16
"218",1,0.5,0,0,0,0,0,0,0,2,0,0,12,2,0,0,0,1,3,4,1,0,0,0,0,0,1,0,0,3,3,4,5,2,0,5,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,5,4,2,0,0,0,3,0,3,0,0,3,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,2,0,1,5,21,2,6,1,2
"219",0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,7,0,0,0,0,0,9,0,0,0,0,0,0,8,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,5,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,9,4,0,0,0
"220",0,0.5,2,1,0,0,1,0,0,0,0,1,0,1,0,0,0,2,2,5,0,0,0,0,0,0,1,0,0,2,0,4,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,7,3,1,0,0,1,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,4,3,2,0
"221",0.25,1,4,0,1,0,1,1,0,0,0,0,7,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,3,0,0,6,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,2,2,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1,7,2,1,0,1
"222",0.25,1,1,1,0,0,1,2,0,2,0,1,0,3,0,0,0,0,0,6,0,0,0,2,0,4,0,1,0,1,1,1,6,11,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,5,9,10,10,5,4
"223",0.25,1,0,0,1,0,0,1,0,3,0,0,1,1,0,0,0,2,1,3,0,0,1,0,0,6,0,0,0,1,1,1,10,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,3,0,0,0,1,2,0,4,0,0,2,0,1,1,0,0,0,1,0,1,1,0,2,4,0,0,0,0,0,1,0,3,1,0,0,0,1,4,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,3,11,1,1,1,0
"224",0,1,2,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,2,1,0,10,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,3,0,4,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,1,0,1,0,1,0,3,3,1,9,10,1,0
"225",0,1,5,0,0,0,0,1,0,2,0,0,0,3,0,0,0,0,1,2,0,0,2,0,0,3,1,0,0,2,0,0,12,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,8,1,1,0,0,0,0,0,1,1,0,0,2,0,1,1,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,1,1,7,2,0,1
"226",0,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,5,1,0,1,0,0,3,2,0,0,3,0,2,9,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,0,2,0,0,0,2,0,0,0,1,0,2,0,0,1,2,3,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,2,0,2,3,15,1,5,1,2
"227",0.5,0,2,1,1,0,0,0,0,1,0,0,0,1,2,0,0,0,3,9,2,0,0,1,0,0,2,2,0,2,1,3,1,8,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,2,1,0,0,0,8,0,4,0,0,1,0,3,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,1,2,0,9,0,0,0,0,0,4,2,1,0,0,0,0,1,0,0,1,0,1,0,0,2,0,0,3,15,5,9,6,6
"228",0.25,0.25,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,2,5,0,0,0,0,0,1,0,1,0,2,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,1,0,0,0,0,1,0,0,0,2,1,0,5,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,4,1,0,0,0,2,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,3,4,5,3,5
"229",0.25,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,2,0,0,1,1,0,1,1,1,0,0,2,0,6,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,3,2,7,2,0,2
"230",0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,2,0,0,5,1,0,0,0,1,3,18,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,0,0,2,0,2,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,2,0,1,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,2,3,0
"231",0.25,0.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,0,0,1,0,0,3,1,0,0,5,2,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,4,0,7,0,1,0,0,1,1,0,0,0,1,0,1,0,0,2,0,1,0,0,0,1,0,0,4,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,3,3,4,6,9,3
"232",0.5,0.25,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,3,1,0,1,0,0,0,0,0,0,2,1,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,2,0,0,0,0,3,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,3,7,10,8,7,6
"233",0,0.25,3,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,3,0,2,0,2,2,3,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,4,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,10,5,3,2,0
"234",0,0,1,1,1,0,0,2,0,0,0,0,0,1,0,0,0,2,0,12,0,0,0,1,0,3,1,0,0,3,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,5,1,0,0,3,0,1,0,0,2,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,2,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,4,6,8,7,1,0
"235",0,0,1,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,0,5,0,0,1,0,0,13,0,1,0,0,0,3,7,1,0,0,2,0,0,0,1,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,2,0,5,0,0,0,0,0,1,0,0,0,1,0,2,0,0,2,1,0,0,0,0,1,2,0,0,1,1,1,2,0,1,3,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,3,5,8,4,2,0
"236",0.5,0.25,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,3,4,0,0,1,1,0,0,4,2,0,1,1,0,9,2,1,0,0,1,0,0,3,0,0,1,0,0,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,2,0,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,10,3,0,0,0,0,3,1,0,0,0,2,0,0,0,1,0,0,0,2,2,0,0,0,6,3,8,8,8,7
"237",0.5,0.25,1,1,0,1,0,0,0,3,0,1,2,0,0,0,0,2,1,5,0,0,0,1,0,1,0,1,0,1,1,2,3,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,3,0,10,0,0,0,0,0,0,13,0,0,0,2,1,4,0,0,2,0,1,1,0,0,0,2,4,0,0,1,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,2,4,3,6,4,1,0
"238",0,0.25,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,5,3,0,0,0,1,0,13,3,2,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,3,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,3,0,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,2,3,2,8,1,9,2
"239",1,0.5,3,2,0,0,0,1,0,3,0,0,0,2,0,0,0,1,0,3,0,0,0,0,0,4,6,1,0,0,0,1,7,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,1,1,0,0,1,1,0,1,2,3,7,6,6,1
"240",0.5,0.25,1,0,0,0,1,1,0,5,1,7,0,1,1,9,0,0,3,3,1,0,1,1,0,3,2,2,0,2,1,3,5,8,0,2,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,2,1,1,1,1,1,0,0,0,8,0,4,1,0,0,0,4,2,0,1,0,0,0,0,0,0,0,2,3,0,0,1,3,0,0,7,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,1,0,2,0,0,3,6,6,11,12,2
"241",0,0.5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,1,0,0,3,2,1,3,2,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,2,0,0,1,0,0,0,1,1,0,0,2,0,1,0,0,4,0,3,1,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3,1,0,0,3,0,0,0,4,6,9,4,1,2
"242",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,2,1,1,1,0,0,6,5,0,0,5,2,5,6,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,0,0,0,1,2,0,2,1,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,0,0,4,0,1,0,0,3,3,0,0,0,0,1,0,0,0,0,1,0,0,4,0,2,0,1,3,4,5,3,6,0
"243",1,0.25,2,0,0,1,0,1,0,2,0,1,0,0,0,0,0,2,1,1,1,0,0,0,0,1,2,1,0,3,2,0,5,5,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,3,0,2,0,0,0,0,0,2,0,0,1,1,0,0,0,0,2,2,0,0,0,0,2,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,2,3,5,0,5,0
"244",1,0.25,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,4,0,0,2,0,1,8,0,1,0,2,1,0,9,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,1,1,0,0,1,1,7,0,1,0,0,0,0,2,0,4,1,0,0,0,0,1,2,0,0,0,1,0,2,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,3,2,12,5,2,2
"245",1,0,0,1,0,0,0,0,0,1,0,1,0,3,0,0,0,0,3,5,0,0,2,0,0,2,1,1,0,2,4,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,6,7,3,4,1
"246",1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,5,4,0,0,0,0,0,6,1,1,0,1,1,2,8,3,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,2,1,0,0,0,1,0,1,0,0,2,2,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,1,3,8,2,6,1,0
"247",1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,12,4,0,0,0,0,0,4,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,2,1,5,1,0,0,0,1,2,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3,4,4,3,0,0
"248",1,0,0,0,0,0,3,1,0,2,0,0,0,1,0,0,0,1,1,4,1,0,1,1,0,1,3,2,0,3,1,3,7,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,4,0,2,0,0,0,0,3,0,0,0,0,0,0,1,0,0,4,2,0,0,0,0,0,0,0,8,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,1,3,3,13,1,12,7,5
"249",1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,7,3,0,0,2,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,5,4,0,4
